word;strength;polarity;
917;coherence;strongsubj;positive
918;coherent;weaksubj;positive
919;cohesion;weaksubj;positive
920;cold;weaksubj;negative
921;coldly;strongsubj;negative
922;collapse;weaksubj;negative
923;collide;weaksubj;negative
924;collude;strongsubj;negative
925;collusion;strongsubj;negative
926;colorful;weaksubj;positive
927;colossal;weaksubj;positive
928;combative;weaksubj;negative
929;comeback;weaksubj;positive
930;comedy;weaksubj;negative
931;comely;strongsubj;positive
932;comfort;weaksubj;positive
933;comfortable;weaksubj;positive
934;comfortably;weaksubj;positive
935;comforting;strongsubj;positive
936;comical;weaksubj;negative
937;commend;strongsubj;positive
938;commendable;strongsubj;positive
939;commendably;strongsubj;positive
940;commensurate;weaksubj;positive
941;commonsense;weaksubj;positive
942;commonsensible;weaksubj;positive
943;commonsensibly;weaksubj;positive
944;commonsensical;weaksubj;positive
945;commodious;weaksubj;positive
946;commiserate;strongsubj;negative
947;commitment;weaksubj;positive
948;commonplace;weaksubj;negative
949;commotion;strongsubj;negative
950;compact;weaksubj;positive
951;compassion;strongsubj;positive
952;compassionate;strongsubj;positive
953;compatible;weaksubj;positive
954;compel;strongsubj;negative
955;compelling;strongsubj;positive
956;compensate;strongsubj;positive
957;competent;weaksubj;positive
958;competence;weaksubj;positive
959;competency;weaksubj;positive
960;competitive;weaksubj;positive
961;competitiveness;weaksubj;positive
962;complacent;strongsubj;negative
963;complain;strongsubj;negative
964;complaining;strongsubj;negative
965;complaint;strongsubj;negative
966;complaints;strongsubj;negative
967;complement;strongsubj;positive
968;complement;weaksubj;positive
969;complex;weaksubj;negative
970;compliant;strongsubj;positive
971;complicate;weaksubj;negative
972;complicated;weaksubj;negative
973;complication;weaksubj;negative
974;complicit;strongsubj;negative
975;compliment;strongsubj;positive
976;complimentary;strongsubj;positive
977;comprehensive;weaksubj;positive
978;compromise;weaksubj;positive
979;compromises;weaksubj;positive
980;compulsion;strongsubj;negative
981;compulsive;strongsubj;negative
982;compulsory;weaksubj;negative
983;comrades;strongsubj;positive
984;concede;strongsubj;negative
985;conceit;strongsubj;negative
986;conceited;strongsubj;negative
987;conceivable;strongsubj;positive
988;concern;strongsubj;negative
989;concern;weaksubj;negative
990;concerned;strongsubj;negative
991;concerns;strongsubj;negative
992;concession;weaksubj;negative
993;concessions;weaksubj;negative
994;conciliate;strongsubj;positive
995;conciliatory;strongsubj;positive
996;conclusive;weaksubj;positive
997;concrete;weaksubj;positive
998;concur;strongsubj;positive
999;condescend;strongsubj;negative
1000;condescending;strongsubj;negative
1001;condescendingly;strongsubj;negative
1002;condescension;strongsubj;negative
1003;condemn;strongsubj;negative
1004;condemnable;strongsubj;negative
1005;condemnation;strongsubj;negative
1006;condolence;strongsubj;negative
1007;condolences;strongsubj;negative
1008;condone;strongsubj;positive
1009;conducive;weaksubj;positive
1010;confer;weaksubj;positive
1011;confess;strongsubj;negative
1012;confession;strongsubj;negative
1013;confessions;strongsubj;negative
1014;confidence;strongsubj;positive
1015;confident;strongsubj;positive
1016;conflict;weaksubj;negative
1017;confound;weaksubj;negative
1018;confounded;weaksubj;negative
1019;confounding;weaksubj;negative
1020;confront;weaksubj;negative
1021;confrontation;strongsubj;negative
1022;confrontational;weaksubj;negative
1023;confuse;strongsubj;negative
1024;confused;strongsubj;negative
1025;confusing;strongsubj;negative
1026;confusion;strongsubj;negative
1027;confute;strongsubj;positive
1028;congenial;strongsubj;positive
1029;congested;weaksubj;negative
1030;congestion;weaksubj;negative
1031;congratulate;strongsubj;positive
1032;congratulations;strongsubj;positive
1033;congratulatory;strongsubj;positive
1034;conquer;weaksubj;positive
1035;conscience;weaksubj;positive
1036;conscientious;strongsubj;positive
1037;consensus;strongsubj;positive
1038;consent;strongsubj;positive
1039;considerate;strongsubj;positive
1040;consistent;weaksubj;positive
1041;console;weaksubj;positive
1042;conspicuous;strongsubj;negative
1043;conspicuously;strongsubj;negative
1044;conspiracies;weaksubj;negative
1045;conspiracy;weaksubj;negative
1046;conspirator;strongsubj;negative
1047;conspiratorial;strongsubj;negative
1048;conspire;strongsubj;negative
1049;constancy;strongsubj;positive
1050;consternation;strongsubj;negative
1051;constrain;weaksubj;negative
1052;constraint;weaksubj;negative
1053;constructive;weaksubj;positive
1054;consume;weaksubj;negative
1055;consummate;strongsubj;positive
1056;contagious;weaksubj;negative
1057;contaminate;weaksubj;negative
1058;contamination;weaksubj;negative
1059;contempt;strongsubj;negative
1060;contemptible;strongsubj;negative
1061;contemptuous;strongsubj;negative
1062;contemptuously;strongsubj;negative
1063;contend;strongsubj;negative
1064;content;strongsubj;positive
1065;content;weaksubj;positive
1066;contention;strongsubj;negative
1067;contentment;strongsubj;positive
1068;contentious;strongsubj;negative
1069;continuity;weaksubj;positive
1070;contort;strongsubj;negative
1071;contortions;strongsubj;negative
1072;contradict;strongsubj;negative
1073;contradiction;strongsubj;negative
1074;contradictory;strongsubj;negative
1075;contrariness;strongsubj;negative
1076;contrary;strongsubj;negative
1077;contravene;strongsubj;negative
1078;contribution;weaksubj;positive
1079;contrive;strongsubj;negative
1080;contrived;strongsubj;negative
1081;controversial;weaksubj;negative
1082;controversy;weaksubj;negative
1083;convenient;weaksubj;positive
1084;convenient;strongsubj;positive
1085;conveniently;strongsubj;positive
1086;conviction;weaksubj;positive
1087;convince;weaksubj;positive
1088;convincing;strongsubj;positive
1089;convincingly;strongsubj;positive
1090;convoluted;strongsubj;negative
1091;cooperate;weaksubj;positive
1092;cooperation;weaksubj;positive
1093;cooperative;weaksubj;positive
1094;cooperatively;weaksubj;positive
1095;coping;weaksubj;negative
1096;cordial;weaksubj;positive
1097;cornerstone;strongsubj;positive
1098;correct;weaksubj;positive
1099;correctly;strongsubj;positive
1100;corrode;weaksubj;negative
1101;corrosion;weaksubj;negative
1102;corrosive;weaksubj;negative
1103;corrupt;strongsubj;negative
1104;corruption;strongsubj;negative
1105;costeffective;weaksubj;positive
1106;costsaving;weaksubj;positive
1107;costly;weaksubj;negative
1108;counterproductive;strongsubj;negative
1109;coupists;strongsubj;negative
1110;courage;strongsubj;positive
1111;courageous;strongsubj;positive
1112;courageously;strongsubj;positive
1113;courageousness;strongsubj;positive
1114;court;strongsubj;positive
1115;courteous;strongsubj;positive
1116;courtesy;strongsubj;positive
1117;courtly;strongsubj;positive
1118;covenant;weaksubj;positive
1119;covet;strongsubj;both
1120;coveting;strongsubj;both
1121;covetingly;strongsubj;both
1122;covetous;strongsubj;negative
1123;covetously;strongsubj;both
1124;cow;weaksubj;negative
1125;coward;strongsubj;negative
1126;cowardly;strongsubj;negative
1127;cozy;strongsubj;positive
1128;crackdown;weaksubj;negative
1129;crafty;strongsubj;negative
1130;cramped;weaksubj;negative
1131;cranky;strongsubj;negative
1132;crass;strongsubj;negative
1133;crave;strongsubj;positive
1134;craven;strongsubj;negative
1135;cravenly;strongsubj;negative
1136;craving;strongsubj;positive
1137;craze;strongsubj;negative
1138;crazily;strongsubj;negative
1139;craziness;strongsubj;negative
1140;crazy;strongsubj;negative
1141;creative;strongsubj;positive
1142;credence;strongsubj;positive
1143;credible;strongsubj;positive
1144;credulous;strongsubj;negative
1145;crime;weaksubj;negative
1146;criminal;weaksubj;negative
1147;cringe;strongsubj;negative
1148;cripple;strongsubj;negative
1149;crippling;strongsubj;negative
1150;crisis;weaksubj;negative
1151;crisp;weaksubj;positive
1152;critic;strongsubj;negative
1153;critical;strongsubj;negative
1154;criticism;strongsubj;negative
1155;criticisms;strongsubj;negative
1156;criticize;strongsubj;negative
1157;critics;strongsubj;negative
1158;crook;strongsubj;negative
1159;crooked;strongsubj;negative
1160;cross;strongsubj;negative
1161;crowded;weaksubj;negative
1162;crude;weaksubj;negative
1163;cruel;strongsubj;negative
1164;cruelties;strongsubj;negative
1165;cruelty;strongsubj;negative
1166;crumble;weaksubj;negative
1167;crumple;weaksubj;negative
1168;crusade;strongsubj;positive
1169;crusader;strongsubj;positive
1170;crush;weaksubj;negative
1171;crushing;weaksubj;negative
1172;cry;strongsubj;negative
1173;culpable;strongsubj;negative
1174;cuplrit;strongsubj;negative
1175;cumbersome;strongsubj;negative
1176;cureall;strongsubj;positive
1177;curious;strongsubj;positive
1178;curiously;strongsubj;positive
1179;curse;strongsubj;negative
1180;cursed;strongsubj;negative
1181;curses;strongsubj;negative
1182;cursory;weaksubj;negative
1183;curt;weaksubj;negative
1184;cuss;strongsubj;negative
1185;cut;weaksubj;negative
1186;cute;strongsubj;positive
1187;cutthroat;strongsubj;negative
1188;cynical;strongsubj;negative
1189;cynicism;strongsubj;negative
1190;damage;weaksubj;negative
1191;damaging;weaksubj;negative
1192;damn;strongsubj;negative
1193;damnable;strongsubj;negative
1194;damnably;strongsubj;negative
1195;damnation;strongsubj;negative
1196;damned;strongsubj;negative
1197;damning;strongsubj;negative
1198;dance;weaksubj;positive
1199;danger;weaksubj;negative
1200;dangerous;weaksubj;negative
1201;dangerousness;strongsubj;negative
1202;dangle;strongsubj;negative
1203;dare;strongsubj;positive
1204;daring;strongsubj;positive
1205;daringly;strongsubj;positive
1206;dark;weaksubj;negative
1207;darken;weaksubj;negative
1208;darkness;weaksubj;negative
1209;darling;strongsubj;positive
1210;darn;strongsubj;negative
1211;dash;weaksubj;negative
1212;dashing;strongsubj;positive
1213;dastard;strongsubj;negative
1214;dastardly;strongsubj;negative
1215;daunt;strongsubj;negative
1216;daunting;strongsubj;negative
1217;dauntingly;strongsubj;negative
1218;dauntless;strongsubj;positive
1219;dawdle;strongsubj;negative
1220;dawn;weaksubj;positive
1221;daydream;strongsubj;positive
1222;daydreamer;strongsubj;positive
1223;daze;strongsubj;negative
1224;dazed;strongsubj;negative
1225;dazzle;strongsubj;positive
1226;dazzled;strongsubj;positive
1227;dazzling;strongsubj;positive
1228;dead;weaksubj;negative
1229;deadbeat;strongsubj;negative
1230;deadlock;strongsubj;negative
1231;deadly;weaksubj;negative
1232;deadweight;strongsubj;negative
1233;deaf;weaksubj;negative
1234;deal;weaksubj;positive
1235;dear;strongsubj;positive
1236;dearth;strongsubj;negative
1237;death;weaksubj;negative
1238;debacle;strongsubj;negative
1239;debase;strongsubj;negative
1240;debasement;strongsubj;negative
1241;debaser;strongsubj;negative
1242;debatable;strongsubj;negative
1243;debate;strongsubj;negative
1244;debauch;strongsubj;negative
1245;debaucher;strongsubj;negative
1246;debauchery;strongsubj;negative
1247;debilitate;weaksubj;negative
1248;debilitating;weaksubj;negative
1249;debility;weaksubj;negative
1250;decadence;strongsubj;negative
1251;decadent;strongsubj;negative
1252;decay;strongsubj;negative
1253;decayed;strongsubj;negative
1254;deceit;strongsubj;negative
1255;deceitful;strongsubj;negative
1256;deceitfully;strongsubj;negative
1257;deceitfulness;strongsubj;negative
1258;deceiving;strongsubj;negative
1259;deceive;strongsubj;negative
1260;deceiver;strongsubj;negative
1261;deceivers;strongsubj;negative
1262;decent;weaksubj;positive
1263;decency;weaksubj;positive
1264;deception;strongsubj;negative
1265;deceptive;strongsubj;negative
1266;deceptively;strongsubj;negative
1267;decisive;weaksubj;positive
1268;decisiveness;weaksubj;positive
1269;declaim;strongsubj;negative
1270;decline;weaksubj;negative
1271;declining;weaksubj;negative
1272;decrease;weaksubj;negative
1273;decreasing;weaksubj;negative
1274;decrement;weaksubj;negative
1275;decrepit;strongsubj;negative
1276;decrepitude;strongsubj;negative
1277;decry;strongsubj;negative
1278;dedicated;strongsubj;positive
1279;deep;weaksubj;negative
1280;deepening;strongsubj;negative
1281;defamation;strongsubj;negative
1282;defamations;strongsubj;negative
1283;defamatory;strongsubj;negative
1284;defame;strongsubj;negative
1285;defeat;weaksubj;negative
1286;defect;weaksubj;negative
1287;defective;strongsubj;negative
1288;defend;weaksubj;positive
1289;defender;strongsubj;positive
1290;defensive;weaksubj;negative
1291;deference;strongsubj;positive
1292;defense;weaksubj;positive
1293;defiance;strongsubj;negative
1294;defiant;strongsubj;negative
1295;defiantly;strongsubj;negative
1296;deficiency;weaksubj;negative
1297;deficient;weaksubj;negative
1298;defile;strongsubj;negative
1299;defiler;strongsubj;negative
1300;definite;weaksubj;positive
1301;definitely;weaksubj;positive
1302;definitive;weaksubj;positive
1303;definitively;strongsubj;positive
1304;deflationary;weaksubj;positive
1305;deform;weaksubj;negative
1306;deformed;weaksubj;negative
1307;defrauding;strongsubj;negative
1308;deft;strongsubj;positive
1309;defunct;strongsubj;negative
1310;defy;strongsubj;negative
1311;degenerate;strongsubj;negative
1312;degenerately;strongsubj;negative
1313;degeneration;strongsubj;negative
1314;degradation;strongsubj;negative
1315;degrade;strongsubj;negative
1316;degrading;strongsubj;negative
1317;degradingly;strongsubj;negative
1318;dehumanization;strongsubj;negative
1319;dehumanize;strongsubj;negative
1320;deign;strongsubj;negative
1321;deject;strongsubj;negative
1322;dejected;strongsubj;negative
1323;dejectedly;strongsubj;negative
1324;dejection;strongsubj;negative
1325;delectable;strongsubj;positive
1326;delicacy;weaksubj;positive
1327;delicate;weaksubj;positive
1328;delicious;strongsubj;positive
1329;delight;strongsubj;positive
1330;delighted;strongsubj;positive
1331;delightful;strongsubj;positive
1332;delightfully;strongsubj;positive
1333;delightfulness;strongsubj;positive
1334;delinquency;weaksubj;negative
1335;delinquent;weaksubj;negative
1336;delirious;strongsubj;negative
1337;delirium;strongsubj;negative
1338;delude;strongsubj;negative
1339;deluded;strongsubj;negative
1340;deluge;weaksubj;negative
1341;delusion;strongsubj;negative
1342;delusional;strongsubj;negative
1343;delusions;strongsubj;negative
1344;demand;weaksubj;both
1345;demand;strongsubj;both
1346;demands;weaksubj;both
1347;demean;strongsubj;negative
1348;demeaning;strongsubj;negative
1349;demise;strongsubj;negative
1350;democratic;weaksubj;positive
1351;demolish;weaksubj;negative
1352;demolisher;weaksubj;negative
1353;demon;strongsubj;negative
1354;demonic;strongsubj;negative
1355;demonize;strongsubj;negative
1356;demoralize;strongsubj;negative
1357;demoralizing;strongsubj;negative
1358;demoralizingly;strongsubj;negative
1359;demystify;strongsubj;positive
1360;denial;strongsubj;negative
1361;denigrate;strongsubj;negative
1362;deny;strongsubj;negative
1363;denounce;strongsubj;negative
1364;denunciate;strongsubj;negative
1365;denunciation;strongsubj;negative
1366;denunciations;strongsubj;negative
1367;dependable;weaksubj;positive
1368;deplete;weaksubj;negative
1369;deplorable;strongsubj;negative
1370;deplorably;strongsubj;negative
1371;deplore;strongsubj;negative
1372;deploring;strongsubj;negative
1373;deploringly;strongsubj;negative
